Unemployment Claims Filed in Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,52-week change,,Percent change,,,,,,,,,,,,,,,,,,,,
Week ending,Total,UI*,UCFE,UCX," EUC
 Tier 1"," EUC
 Tier 2"," EUC
 Tier 3"," EUC
 Tier 4",EB,Total,UI,Total,UI,Initial Claims*,,,,,,,,,,,,,,,,,,
6/10/17,"30,475","30,215",166,94,0,0,0,0,0,"-3,903","-3,796",-11.4%,-11.2%,"4,779",,,,,,,,,,,,,,,,,,
6/17/17,"30,981","30,703",190,88,0,0,0,0,0,"-4,254","-4,161",-12.1%,-11.9%,"4,734",,,,,,,,,,,,,,,,,,
6/24/17,"31,217","30,913",210,94,0,0,0,0,0,"-3,695","-3,618",-10.6%,-10.5%,"4,433",,,,,,,,,,,,,,,,,,
7/1/17,"31,952","31,638",219,95,0,0,0,0,0,"-3,733","-3,673",-10.5%,-10.4%,"5,040",,,,,,,,,,,,,,,,,,
7/8/17,"31,442","31,145",214,83,0,0,0,0,0,"-3,858","-3,791",-10.9%,-10.9%,"6,141",,,,,,,,,,,,,,,,,,
7/15/17,"34,517","34,178",244,95,0,0,0,0,0,"-3,801","-3,731",-9.9%,-9.8%,"5,101",,,,,,,,,,,,,,,,,,
7/22/17,"34,544","34,213",241,90,0,0,0,0,0,"-4,098","-4,006",-10.6%,-10.5%,"4,931",,,,,,,,,,,,,,,,,,
7/29/17,"35,392","35,068",237,87,0,0,0,0,0,"-3,701","-3,609",-9.5%,-9.3%,"4,283",,,,,,,,,,,,,,,,,,
8/5/17,"34,880","34,653",149,78,0,0,0,0,0,"-3,372","-3,267",-8.8%,-8.6%,"4,507",,,,,,,,,,,,,,,,,,
8/12/17,"34,536","34,329",121,86,0,0,0,0,0,"-3,248","-3,173",-8.6%,-8.5%,"4,230",,,,,,,,,,,,,,,,,,
8/19/17,"33,643","33,451",101,91,0,0,0,0,0,"-3,436","-3,349",-9.3%,-9.1%,"3,985",,,,,,,,,,,,,,,,,,
8/26/17,"33,251","33,056",99,96,0,0,0,0,0,"-2,852","-2,781",-7.9%,-7.8%,"3,772",,,,,,,,,,,,,,,,,,
9/2/17,"31,921","31,730",101,90,0,0,0,0,0,"-2,913","-2,849",-8.4%,-8.2%,"3,949",,,,,,,,,,,,,,,,,,
9/9/17,"30,561","30,376",96,89,0,0,0,0,0,"-2,646","-2,560",-8.0%,-7.8%,"3,411",,,,,,,,,,,,,,,,,,
9/16/17,"29,718","29,534",95,89,0,0,0,0,0,"-2,991","-2,922",-9.1%,-9.0%,"3,800",,,,,,,,,,,,,,,,,,
9/23/17,"28,877","28,688",104,85,0,0,0,0,0,"-2,710","-2,655",-8.6%,-8.5%,"3,696",,,,,,,,,,,,,,,,,,
9/30/17,"27,887","27,707",90,90,0,0,0,0,0,"-3,021","-2,961",-9.8%,-9.7%,"3,717",,,,,,,,,,,,,,,,,,
10/7/17,"27,399","27,229",98,72,0,0,0,0,0,"-2,390","-2,326",-8.0%,-7.9%,"4,411",,,,,,,,,,,,,,,,,,
10/14/17,"26,560","26,374",116,70,0,0,0,0,0,"-2,828","-2,760",-9.6%,-9.5%,"3,822",,,,,,,,,,,,,,,,,,
10/21/17,"26,408","26,206",131,71,0,0,0,0,0,"-3,029","-2,949",-10.3%,-10.1%,"4,084",,,,,,,,,,,,,,,,,,
10/28/17,"25,682","25,482",131,69,0,0,0,0,0,"-3,245","-3,170",-11.2%,-11.1%,"3,760",,,,,,,,,,,,,,,,,,
11/4/17,"24,975","24,756",147,72,0,0,0,0,0,"-3,320","-3,229",-11.7%,-11.5%,"4,159",,,,,,,,,,,,,,,,,,
11/11/17,"23,141","22,932",153,56,0,0,0,0,0,"-2,898","-2,832",-11.1%,-11.0%,"3,259",,,,,,,,,,,,,,,,,,
11/18/17,"25,296","25,027",181,88,0,0,0,0,0,"-3,076","-3,030",-10.8%,-10.8%,"4,217",,,,,,,,,,,,,,,,,,
11/25/17,"22,167","21,907",178,82,0,0,0,0,0,"-3,007","-2,953",-11.9%,-11.9%,"2,675",,,,,,,,,,,,,,,,,,
12/2/17,"23,328","23,026",226,76,0,0,0,0,0,"-3,283","-3,257",-12.3%,-12.4%,"4,047",,,,,,,,,,,,,,,,,,
12/9/17,"22,146","21,848",221,77,0,0,0,0,0,"-3,115","-3,096",-12.3%,-12.4%,"3,886",,,,,,,,,,,,,,,,,,
12/16/17,"22,825","22,497",253,75,0,0,0,0,0,"-3,101","-3,111",-12.0%,-12.1%,"3,619",,,,,,,,,,,,,,,,,,
12/23/17,"22,009","21,673",256,80,0,0,0,0,0,"-3,239","-3,202",-12.8%,-12.9%,"3,299",,,,,,,,,,,,,,,,,,
12/30/17,"22,059","21,706",274,79,0,0,0,0,0,"-3,723","-3,724",-14.4%,-14.6%,"2,787",,,,,,,,,,,,,,,,,,
1/6/18,"22,415","22,035",294,86,0,0,0,0,0,"-3,224","-3,209",-12.6%,-12.7%,"3,626",,,,,,,,,,,,,,,,,,
1/13/18,"22,870","22,503",288,79,0,0,0,0,0,"-3,535","-3,530",-13.4%,-13.6%,"4,671",,,,,,,,,,,,,,,,,,
1/20/18,"22,347","21,984",288,75,0,0,0,0,0,"-3,960","-3,928",-15.1%,-15.2%,"3,614",,,,,,,,,,,,,,,,,,
1/27/18,"23,014","22,637",307,70,0,0,0,0,0,"-3,355","-3,357",-12.7%,-12.9%,"4,154",,,,,,,,,,,,,,,,,,
2/3/18,"22,685","22,328",285,72,0,0,0,0,0,"-3,185","-3,174",-12.3%,-12.4%,"4,071",,,,,,,,,,,,,,,,,,
2/10/18,"22,902","22,559",285,58,0,0,0,0,0,"-3,230","-3,219",-12.4%,-12.5%,"3,935",,,,,,,,,,,,,,,,,,
2/17/18,"22,915","22,572",260,83,0,0,0,0,0,"-3,411","-3,389",-13.0%,-13.1%,"3,454",,,,,,,,,,,,,,,,,,
2/24/18,"22,752","22,408",283,61,0,0,0,0,0,"-2,842","-2,891",-11.1%,-11.4%,"3,270",,,,,,,,,,,,,,,,,,
3/3/18,"22,208","21,868",271,69,0,0,0,0,0,"-3,270","-3,281",-12.8%,-13.0%,"3,641",,,,,,,,,,,,,,,,,,
3/10/18,"22,356","22,037",260,59,0,0,0,0,0,"-2,942","-2,969",-11.6%,-11.9%,"3,856",,,,,,,,,,,,,,,,,,
3/17/18,"21,812","21,497",244,71,0,0,0,0,0,"-2,874","-2,905",-11.6%,-11.9%,"3,688",,,,,,,,,,,,,,,,,,
3/24/18,"22,276","21,951",254,71,0,0,0,0,0,"-2,296","-2,349",-9.3%,-9.7%,"3,927",,,,,,,,,,,,,,,,,,
3/31/18,"21,936","21,642",217,77,0,0,0,0,0,"-2,674","-2,679",-10.9%,-11.0%,"3,869",,,,,,,,,,,,,,,,,,
4/7/18,"21,990","21,709",210,71,0,0,0,0,0,"-2,773","-2,801",-11.2%,-11.4%,"6,215",,,,,,,,,,,,,,,,,,
4/14/18,"23,221","22,970",175,76,0,0,0,0,0,"-2,994","-2,998",-11.4%,-11.5%,"5,935",,,,,,,,,,,,,,,,,,
4/21/18,"25,076","24,835",171,70,0,0,0,0,0,"-3,033","-3,044",-10.8%,-10.9%,"5,981",,,,,,,,,,,,,,,,,,
4/28/18,"26,592","26,390",130,72,0,0,0,0,0,"-2,746","-2,708",-9.4%,-9.3%,"4,510",,,,,,,,,,,,,,,,,,
5/5/18,"27,591","27,398",127,66,0,0,0,0,0,"-2,729","-2,696",-9.0%,-9.0%,"4,660",,,,,,,,,,,,,,,,,,
5/12/18,"27,424","27,257",103,64,0,0,0,0,0,"-2,213","-2,159",-7.5%,-7.3%,"4,148",,,,,,,,,,,,,,,,,,
5/19/18,"27,786","27,631",100,55,0,0,0,0,0,"-2,751","-2,689",-9.0%,-8.9%,"4,409",,,,,,,,,,,,,,,,,,
5/26/18,"27,656","27,506",79,71,0,0,0,0,0,"-2,019","-1,951",-6.8%,-6.6%,"4,443",,,,,,,,,,,,,,,,,,
6/2/18,"27,879","27,716",97,66,0,0,0,0,0,"-1,720","-1,650",-5.8%,-5.6%,"4,300",,,,,,,,,,,,,,,,,,
6/9/18,"28,147","27,928",151,68,0,0,0,0,0,"-2,328","-2,287",-7.6%,-7.6%,"4,650",,,,,,,,,,,,,,,,,,
6/16/18,"28,805","28,555",187,63,0,0,0,0,0,"-2,176","-2,148",-7.0%,-7.0%,"4,298",,,,,,,,,,,,,,,,,,
6/23/18,"28,577","28,321",188,68,0,0,0,0,0,"-2,640","-2,592",-8.5%,-8.4%,"4,318",,,,,,,,,,,,,,,,,,
6/30/18,"29,319","29,042",204,73,0,0,0,0,0,"-2,633","-2,596",-8.2%,-8.2%,"4,586",,,,,,,,,,,,,,,,,,
7/7/18,"29,184","28,896",215,73,0,0,0,0,0,"-2,258","-2,249",-7.2%,-7.2%,"5,669",,,,,,,,,,,,,,,,,,
7/14/18,"31,541","31,210",248,83,0,0,0,0,0,"-2,976","-2,968",-8.6%,-8.7%,"5,041",,,,,,,,,,,,,,,,,,
7/21/18,"32,010","31,670",264,76,0,0,0,0,0,"-2,534","-2,543",-7.3%,-7.4%,"4,300",,,,,,,,,,,,,,,,,,
7/28/18,"32,577","32,241",270,66,0,0,0,0,0,"-2,815","-2,827",-8.0%,-8.1%,"4,120",,,,,,,,,,,,,,,,,,
8/4/18,"32,059","31,764",230,65,0,0,0,0,0,"-2,821","-2,889",-8.1%,-8.3%,"3,795",,,,,,,,,,,,,,,,,,
8/11/18,"31,595","31,366",162,67,0,0,0,0,0,"-2,941","-2,963",-8.5%,-8.6%,"3,828",,,,,,,,,,,,,,,,,,
8/18/18,"30,657","30,477",101,79,0,0,0,0,0,"-2,986","-2,974",-8.9%,-8.9%,"3,676",,,,,,,,,,,,,,,,,,
8/25/18,"30,354","30,176",107,71,0,0,0,0,0,"-2,897","-2,880",-8.7%,-8.7%,"3,465",,,,,,,,,,,,,,,,,,
9/1/18,"28,993","28,846",80,67,0,0,0,0,0,"-2,928","-2,884",-9.2%,-9.1%,"3,532",,,,,,,,,,,,,,,,,,
9/8/18,"27,867","27,711",93,63,0,0,0,0,0,"-2,694","-2,665",-8.8%,-8.8%,"3,116",,,,,,,,,,,,,,,,,,
9/15/18,"26,776","26,624",83,69,0,0,0,0,0,"-2,942","-2,910",-9.9%,-9.9%,"3,359",,,,,,,,,,,,,,,,,,
9/22/18,"26,183","26,035",89,59,0,0,0,0,0,"-2,694","-2,653",-9.3%,-9.2%,"3,275",,,,,,,,,,,,,,,,,,
9/29/18,"25,351","25,212",84,55,0,0,0,0,0,"-2,536","-2,495",-9.1%,-9.0%,"3,291",,,,,,,,,,,,,,,,,,
10/6/18,"24,605","24,459",89,57,0,0,0,0,0,"-2,794","-2,770",-10.2%,-10.2%,"3,784",,,,,,,,,,,,,,,,,,
10/13/18,"23,908","23,767",88,53,0,0,0,0,0,"-2,652","-2,607",-10.0%,-9.9%,"3,653",,,,,,,,,,,,,,,,,,
10/20/18,"23,785","23,616",115,54,0,0,0,0,0,"-2,623","-2,590",-9.9%,-9.9%,"3,584",,,,,,,,,,,,,,,,,,
10/27/18,"22,861","22,679",129,53,0,0,0,0,0,"-2,821","-2,803",-11.0%,-11.0%,"3,443",,,,,,,,,,,,,,,,,,
11/3/18,"22,311","22,101",154,56,0,0,0,0,0,"-2,664","-2,655",-10.7%,-10.7%,"3,431",,,,,,,,,,,,,,,,,,
11/10/18,"21,914","21,715",147,52,0,0,0,0,0,"-1,227","-1,217",-5.3%,-5.3%,"3,618",,,,,,,,,,,,,,,,,,
11/17/18,"21,091","20,873",165,53,0,0,0,0,0,"-4,205","-4,154",-16.6%,-16.6%,"3,224",,,,,,,,,,,,,,,,,,
11/24/18,"19,662","19,444",163,55,0,0,0,0,0,"-2,505","-2,463",-11.3%,-11.2%,"2,346",,,,,,,,,,,,,,,,,,
12/1/18,"20,348","20,107",192,49,0,0,0,0,0,"-2,980","-2,919",-12.8%,-12.7%,"3,585",,,,,,,,,,,,,,,,,,
12/8/18,"19,395","19,143",192,60,0,0,0,0,0,"-2,751","-2,705",-12.4%,-12.4%,"3,521",,,,,,,,,,,,,,,,,,
12/15/18,"19,549","19,295",202,52,0,0,0,0,0,"-3,276","-3,202",-14.4%,-14.2%,"3,380",,,,,,,,,,,,,,,,,,
12/22/18,"19,386","19,118",212,56,0,0,0,0,0,"-2,623","-2,555",-11.9%,-11.8%,"3,224",,,,,,,,,,,,,,,,,,
12/29/18,"19,046","18,772",229,45,0,0,0,0,0,"-3,013","-2,934",-13.7%,-13.5%,"2,254",,,,,,,,,,,,,,,,,,
1/5/19,"19,555","19,239",265,51,0,0,0,0,0,"-2,860","-2,796",-12.8%,-12.7%,"3,086",,,,,,,,,,,,,,,,,,
1/12/19,"19,754","19,360",339,55,0,0,0,0,0,"-3,116","-3,143",-13.6%,-14.0%,"4,711",,,,,,,,,,,,,,,,,,
1/19/19,"19,828","19,296",482,50,0,0,0,0,0,"-2,519","-2,688",-11.3%,-12.2%,"4,210",,,,,,,,,,,,,,,,,,
1/26/19,"20,194","19,580",563,51,0,0,0,0,0,"-2,820","-3,057",-12.3%,-13.5%,"3,681",,,,,,,,,,,,,,,,,,
2/2/19,"20,010","19,553",404,53,0,0,0,0,0,"-2,675","-2,775",-11.8%,-12.4%,"3,536",,,,,,,,,,,,,,,,,,
2/9/19,"19,921","19,595",275,51,0,0,0,0,0,"-2,981","-2,964",-13.0%,-13.1%,"3,310",,,,,,,,,,,,,,,,,,
2/16/19,"19,947","19,634",254,59,0,0,0,0,0,"-2,968","-2,938",-13.0%,-13.0%,"3,224",,,,,,,,,,,,,,,,,,
2/23/19,"19,651","19,363",229,59,0,0,0,0,0,"-3,101","-3,045",-13.6%,-13.6%,"2,905",,,,,,,,,,,,,,,,,,
3/2/19,"19,508","19,231",227,50,0,0,0,0,0,"-2,700","-2,637",-12.2%,-12.1%,"3,276",,,,,,,,,,,,,,,,,,
3/9/19,"19,311","19,057",212,42,0,0,0,0,0,"-3,045","-2,980",-13.6%,-13.5%,"3,403",,,,,,,,,,,,,,,,,,
3/16/19,"19,352","19,088",212,52,0,0,0,0,0,"-2,460","-2,409",-11.3%,-11.2%,"3,388",,,,,,,,,,,,,,,,,,
3/23/19,"19,226","18,987",199,40,0,0,0,0,0,"-3,050","-2,964",-13.7%,-13.5%,"3,402",,,,,,,,,,,,,,,,,,
3/30/19,"19,367","19,112",207,48,0,0,0,0,0,"-2,569","-2,530",-11.7%,-11.7%,"3,740",,,,,,,,,,,,,,,,,,
4/6/19,"18,986","18,755",181,50,0,0,0,0,0,"-3,004","-2,954",-13.7%,-13.6%,"5,029",,,,,,,,,,,,,,,,,,
4/13/19,"19,936","19,736",160,40,0,0,0,0,0,"-3,285","-3,234",-14.1%,-14.1%,"5,848",,,,,,,,,,,,,,,,,,
4/20/19,"21,209","21,028",141,40,0,0,0,0,0,"-3,867","-3,807",-15.4%,-15.3%,"5,330",,,,,,,,,,,,,,,,,,
4/27/19,"23,071","22,912",114,45,0,0,0,0,0,"-3,521","-3,478",-13.2%,-13.2%,"5,303",,,,,,,,,,,,,,,,,,
5/4/19,"23,888","23,733",111,44,0,0,0,0,0,"-3,703","-3,665",-13.4%,-13.4%,"4,635",,,,,,,,,,,,,,,,,,
5/11/19,"25,000","24,880",73,47,0,0,0,0,0,"-2,424","-2,377",-8.8%,-8.7%,"4,264",,,,,,,,,,,,,,,,,,
5/18/19,"25,613","25,497",66,50,0,0,0,0,0,"-2,173","-2,134",-7.8%,-7.7%,"4,280",,,,,,,,,,,,,,,,,,
5/25/19,"25,734","25,609",73,52,0,0,0,0,0,"-1,922","-1,897",-6.9%,-6.9%,"4,129",,,,,,,,,,,,,,,,,,
6/1/19,"25,416","25,307",68,41,0,0,0,0,0,"-2,463","-2,409",-8.8%,-8.7%,"4,078",,,,,,,,,,,,,,,,,,
6/8/19,"26,481","26,308",122,51,0,0,0,0,0,"-1,666","-1,620",-5.9%,-5.8%,"4,670",,,,,,,,,,,,,,,,,,
6/15/19,"26,176","25,992",141,43,0,0,0,0,0,"-2,629","-2,563",-9.1%,-9.0%,"4,219",,,,,,,,,,,,,,,,,,
6/22/19,"26,809","26,606",152,51,0,0,0,0,0,"-1,768","-1,715",-6.2%,-6.1%,"4,177",,,,,,,,,,,,,,,,,,
6/29/19,"26,695","26,470",165,60,0,0,0,0,0,"-2,624","-2,572",-8.9%,-8.9%,"4,208",,,,,,,,,,,,,,,,,,
7/6/19,"26,918","26,689",174,55,0,0,0,0,0,"-2,266","-2,207",-7.8%,-7.6%,"4,412",,,,,,,,,,,,,,,,,,
7/13/19,"27,648","27,401",189,58,0,0,0,0,0,"-3,893","-3,809",-12.3%,-12.2%,"5,723",,,,,,,,,,,,,,,,,,
7/20/19,"29,090","28,825",206,59,0,0,0,0,0,"-2,920","-2,845",-9.1%,-9.0%,"4,549",,,,,,,,,,,,,,,,,,
7/27/19,"29,521","29,236",230,55,0,0,0,0,0,"-3,056","-3,005",-9.4%,-9.3%,"4,019",,,,,,,,,,,,,,,,,,
8/3/19,"29,569","29,299",212,58,0,0,0,0,0,"-2,490","-2,465",-7.8%,-7.8%,"3,908",,,,,,,,,,,,,,,,,,
8/10/19,"29,062","28,871",128,63,0,0,0,0,0,"-2,533","-2,495",-8.0%,-8.0%,"3,857",,,,,,,,,,,,,,,,,,
8/17/19,"28,769","28,619",96,54,0,0,0,0,0,"-1,888","-1,858",-6.2%,-6.1%,"3,514",,,,,,,,,,,,,,,,,,
8/24/19,"27,933","27,805",68,60,0,0,0,0,0,"-2,421","-2,371",-8.0%,-7.9%,"3,535",,,,,,,,,,,,,,,,,,
8/31/19,"27,387","27,263",70,54,0,0,0,0,0,"-1,606","-1,583",-5.5%,-5.5%,"3,622",,,,,,,,,,,,,,,,,,
9/7/19,"26,108","25,986",66,56,0,0,0,0,0,"-1,759","-1,725",-6.3%,-6.2%,"3,336",,,,,,,,,,,,,,,,,,
9/14/19,"25,540","25,427",64,49,0,0,0,0,0,"-1,236","-1,197",-4.6%,-4.5%,"3,643",,,,,,,,,,,,,,,,,,
9/21/19,"24,482","24,362",62,58,0,0,0,0,0,"-1,701","-1,673",-6.5%,-6.4%,"3,681",,,,,,,,,,,,,,,,,,
9/28/19,"23,737","23,611",74,52,0,0,0,0,0,"-1,614","-1,601",-6.4%,-6.4%,"3,757",,,,,,,,,,,,,,,,,,
10/5/19,"23,402","23,284",76,42,0,0,0,0,0,"-1,203","-1,175",-4.9%,-4.8%,"3,775",,,,,,,,,,,,,,,,,,
10/12/19,"22,433","22,291",94,48,0,0,0,0,0,"-1,475","-1,476",-6.2%,-6.2%,"3,916",,,,,,,,,,,,,,,,,,
10/19/19,"22,038","21,911",86,41,0,0,0,0,0,"-1,747","-1,705",-7.3%,-7.2%,"3,510",,,,,,,,,,,,,,,,,,
10/26/19,"21,673","21,520",107,46,0,0,0,0,0,"-1,188","-1,159",-5.2%,-5.1%,"3,880",,,,,,,,,,,,,,,,,,
11/2/19,"21,015","20,865",111,39,0,0,0,0,0,"-1,296","-1,236",-5.8%,-5.6%,"3,966",,,,,,,,,,,,,,,,,,
11/9/19,"20,836","20,673",120,43,0,0,0,0,0,"-1,078","-1,042",-4.9%,-4.8%,"3,952",,,,,,,,,,,,,,,,,,
11/16/19,"20,623","20,489",85,49,0,0,0,0,0,-468,-384,-2.2%,-1.8%,"3,701",,,,,,,,,,,,,,,,,,
11/23/19,"19,344","19,167",135,42,0,0,0,0,0,-318,-277,-1.6%,-1.4%,"3,730",,,,,,,,,,,,,,,,,,
11/30/19,"17,561","17,372",156,33,0,0,0,0,0,"-2,787","-2,735",-13.7%,-13.6%,"2,527",,,,,,,,,,,,,,,,,,
12/7/19,"18,722","18,526",161,35,0,0,0,0,0,-673,-617,-3.5%,-3.2%,"4,113",,,,,,,,,,,,,,,,,,
12/14/19,"17,644","17,436",176,32,0,0,0,0,0,"-1,905","-1,859",-9.7%,-9.6%,"3,296",,,,,,,,,,,,,,,,,,
12/21/19,"17,723","17,519",178,26,0,0,0,0,0,"-1,663","-1,599",-8.6%,-8.4%,"3,294",,,,,,,,,,,,,,,,,,
12/28/19,"17,729","17,508",192,29,0,0,0,0,0,"-1,317","-1,264",-6.9%,-6.7%,"2,155",,,,,,,,,,,,,,,,,,
1/4/20,"18,204","17,991",190,23,0,0,0,0,0,"-1,351","-1,248",-6.9%,-6.5%,"3,132",,,,,,,,,,,,,,,,,,
1/11/20,"18,506","18,259",222,25,0,0,0,0,0,"-1,248","-1,101",-6.3%,-5.7%,"4,654",,,,,,,,,,,,,,,,,,
1/18/20,"18,652","18,421",208,23,0,0,0,0,0,"-1,176",-875,-5.9%,-4.5%,"4,152",,,,,,,,,,,,,,,,,,
1/25/20,"18,677","18,402",235,40,0,0,0,0,0,"-1,517","-1,178",-7.5%,-6.0%,"3,475",,,,,,,,,,,,,,,,,,
2/1/20,"19,094","18,855",203,36,0,0,0,0,0,-916,-698,-4.6%,-3.6%,"3,807",,,,,,,,,,,,,,,,,,
2/8/20,"18,715","18,461",223,31,0,0,0,0,0,"-1,206","-1,134",-6.1%,-5.8%,"3,636",,,,,,,,,,,,,,,,,,
2/15/20,"18,736","18,516",187,33,0,0,0,0,0,"-1,211","-1,118",-6.1%,-5.7%,"3,538",,,,,,,,,,,,,,,,,,
2/22/20,"18,460","18,217",217,26,0,0,0,0,0,"-1,191","-1,146",-6.1%,-5.9%,"3,151",,,,,,,,,,,,,,,,,,
2/29/20,"18,358","18,137",193,28,0,0,0,0,0,"-1,150","-1,094",-5.9%,-5.7%,"3,086",,,,,,,,,,,,,,,,,,
3/7/20,"17,827","17,593",204,30,0,0,0,0,0,"-1,484","-1,464",-7.7%,-7.7%,"3,357",,,,,,,,,,,,,,,,,,
3/14/20,"17,808","17,595",183,30,0,0,0,0,0,"-1,544","-1,493",-8.0%,-7.8%,"3,844",,,,,,,,,,,,,,,,,,
3/21/20,"18,332","18,109",182,41,0,0,0,0,0,-894,-878,-4.6%,-4.6%,"29,348",,,,,,,,,,,,,,,,,,
3/28/20,"26,591","26,388",171,32,0,0,0,0,0,"7,224","7,276",37.3%,38.1%,"88,940",,,,,,,,,,,,,,,,,,
4/4/20,"62,841","62,598",194,49,0,0,0,0,0,"43,855","43,843",231.0%,233.8%,"132,428",,,,,,,,,,,,,,,,,,
4/11/20,"120,862","120,592",182,88,0,0,0,0,0,"100,926","100,856",506.3%,511.0%,"98,531",,,,,,,,,,,,,,,,,,
4/18/20,"170,544","170,262",179,103,0,0,0,0,0,"149,335","149,234",704.1%,709.7%,"72,457",,,,,,,,,,,,,,,,,,
4/25/20,"196,693","196,401",179,113,0,0,0,0,0,"173,622","173,489",752.6%,757.2%,"52,581",,,,,,,,,,,,,,,,,,
5/2/20,"219,092","218,760",197,135,0,0,0,0,0,"195,204","195,027",817.2%,821.8%,"43,023",,,,,,,,,,,,,,,,,,
,,NOTE: The Arizona Department of Economic Security (DES) is updating its systems to compy with  all new ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"state and federal legislative changes. This, compounded with unprecedented surge in initial claims, may",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,lead to challenges when trying to compare this data to historical norms or trends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,* Includes workshare equivalent claims.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link to ETA website for UI data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://workforcesecurity.doleta.gov/unemploy/DataDashboard.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
