State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Oklahoma,23/1/1993,"2,643",16/1/1993,"21,750","1,201,767",1.81,,,
Oklahoma,16/1/1993,"3,038",9/1/1993,"22,956","1,201,767",1.91,,,
Oklahoma,9/1/1993,"4,724",2/1/1993,"22,848","1,201,767",1.9,,,
Oklahoma,2/1/1993,"2,279",26/12/1992,"18,684","1,182,846",1.58,,,
Oklahoma,26/12/1992,"2,513",19/12/1992,"19,775","1,182,846",1.67,,,
Oklahoma,19/12/1992,"2,564",12/12/1992,"20,358","1,182,846",1.72,,,
Oklahoma,12/12/1992,"3,714",5/12/1992,"20,667","1,182,846",1.75,,,
Oklahoma,5/12/1992,"3,025",28/11/1992,"20,649","1,182,846",1.75,,,
Oklahoma,28/11/1992,"1,964",21/11/1992,"14,307","1,182,846",1.21,,,
Oklahoma,21/11/1992,"2,410",14/11/1992,"19,865","1,182,846",1.68,,,
Oklahoma,14/11/1992,"2,111",7/11/1992,"17,882","1,182,846",1.51,,,
Oklahoma,7/11/1992,"2,309",31/10/1992,"18,596","1,182,846",1.57,,,
Oklahoma,31/10/1992,"2,033",24/10/1992,"19,403","1,182,846",1.64,,,
Oklahoma,24/10/1992,"1,983",17/10/1992,"18,655","1,182,846",1.58,,,
Oklahoma,17/10/1992,"2,219",10/10/1992,"18,705","1,182,846",1.58,,,
Oklahoma,10/10/1992,"2,802",3/10/1992,"18,869","1,182,846",1.6,,,
Oklahoma,3/10/1992,"1,968",26/9/1992,"19,386","1,130,263",1.72,,,
Oklahoma,26/9/1992,"2,029",19/9/1992,"20,087","1,130,263",1.78,,,
Oklahoma,19/9/1992,"2,257",12/9/1992,"23,537","1,130,263",2.08,,,
Oklahoma,12/9/1992,"5,340",5/9/1992,"19,799","1,130,263",1.75,,,
Oklahoma,5/9/1992,"2,309",29/8/1992,"21,120","1,130,263",1.87,,,
Oklahoma,29/8/1992,"2,028",22/8/1992,"21,511","1,130,263",1.9,,,
Oklahoma,22/8/1992,"2,084",15/8/1992,"22,666","1,130,263",2.01,,,
Oklahoma,15/8/1992,"2,198",8/8/1992,"23,434","1,130,263",2.07,,,
Oklahoma,8/8/1992,"2,129",1/8/1992,"27,830","1,130,263",2.46,,,
Oklahoma,1/8/1992,"2,380",25/7/1992,"28,092","1,130,263",2.49,,,
Oklahoma,25/7/1992,"6,551",18/7/1992,"24,304","1,130,263",2.15,,,
Oklahoma,18/7/1992,"3,044",11/7/1992,"23,742","1,130,263",2.1,,,
Oklahoma,11/7/1992,"2,570",4/7/1992,"23,491","1,177,257",2,,,
Oklahoma,4/7/1992,"2,448",27/6/1992,"22,428","1,177,257",1.91,,,
Oklahoma,27/6/1992,"2,153",20/6/1992,"23,982","1,177,257",2.04,,,
Oklahoma,20/6/1992,"2,497",13/6/1992,"24,650","1,177,257",2.09,,,
Oklahoma,13/6/1992,"2,672",6/6/1992,"23,400","1,177,257",1.99,,,
Oklahoma,6/6/1992,"3,055",30/5/1992,"24,465","1,177,257",2.08,,,
Oklahoma,30/5/1992,"2,314",23/5/1992,"23,329","1,177,257",1.98,,,
Oklahoma,23/5/1992,"2,827",16/5/1992,"23,581","1,177,257",2,,,
Oklahoma,16/5/1992,"2,324",9/5/1992,"23,063","1,177,257",1.96,,,
Oklahoma,9/5/1992,"2,738",2/5/1992,"23,065","1,177,257",1.96,,,
Oklahoma,2/5/1992,"2,315",25/4/1992,"23,546","1,177,257",2,,,
Oklahoma,25/4/1992,"2,325",18/4/1992,"23,795","1,177,257",2.02,,,
Oklahoma,18/4/1992,"2,505",11/4/1992,"20,274","1,177,257",1.72,,,
Oklahoma,11/4/1992,"2,585",4/4/1992,"23,754","1,177,257",2.02,,,
Oklahoma,4/4/1992,"2,282",28/3/1992,"24,137","1,126,514",2.14,,,
Oklahoma,28/3/1992,"2,571",21/3/1992,"24,445","1,126,514",2.17,,,
Oklahoma,21/3/1992,"2,600",14/3/1992,"28,408","1,126,514",2.52,,,
Oklahoma,14/3/1992,"6,796",7/3/1992,"24,572","1,126,514",2.18,,,
Oklahoma,7/3/1992,"2,672",29/2/1992,"24,708","1,126,514",2.19,,,
Oklahoma,29/2/1992,"2,700",22/2/1992,"24,893","1,126,514",2.21,,,
Oklahoma,22/2/1992,"2,429",15/2/1992,"27,037","1,126,514",2.4,,,
Oklahoma,15/2/1992,"6,636",8/2/1992,"23,071","1,126,514",2.05,,,
Oklahoma,8/2/1992,"2,980",1/2/1992,"24,921","1,126,514",2.21,,,
Oklahoma,1/2/1992,"2,942",25/1/1992,"25,039","1,126,514",2.22,,,
Oklahoma,25/1/1992,"2,906",18/1/1992,"24,380","1,137,147",2.14,,,
Oklahoma,18/1/1992,"3,685",11/1/1992,"29,421","1,137,147",2.59,,,
Oklahoma,11/1/1992,"8,863",4/1/1992,"25,665","1,123,488",2.28,,,
Oklahoma,4/1/1992,"3,821",28/12/1991,"22,650","1,123,488",2.02,,,
Oklahoma,28/12/1991,"3,228",21/12/1991,"21,282","1,123,488",1.89,,,
Oklahoma,21/12/1991,"2,816",14/12/1991,"20,952","1,123,488",1.86,,,
Oklahoma,14/12/1991,"2,504",7/12/1991,"21,051","1,123,488",1.87,,,
Oklahoma,7/12/1991,"2,776",30/11/1991,"21,029","1,123,488",1.87,,,
Oklahoma,30/11/1991,"2,877",23/11/1991,"17,832","1,123,488",1.59,,,
Oklahoma,23/11/1991,"2,996",16/11/1991,"19,605","1,123,488",1.75,,,
Oklahoma,16/11/1991,"2,640",9/11/1991,"19,053","1,123,488",1.7,,,
Oklahoma,9/11/1991,"3,044",2/11/1991,"18,699","1,123,488",1.66,,,
Oklahoma,2/11/1991,"2,451",26/10/1991,"18,627","1,123,488",1.66,,,
Oklahoma,26/10/1991,"2,532",19/10/1991,"18,198","1,123,488",1.62,,,
Oklahoma,19/10/1991,"2,140",12/10/1991,"17,905","1,123,488",1.59,,,
Oklahoma,12/10/1991,"2,561",5/10/1991,"17,757","1,123,488",1.58,,,
Oklahoma,5/10/1991,"2,363",28/9/1991,"18,169","1,118,741",1.62,,,
Oklahoma,28/9/1991,"2,439",21/9/1991,"18,502","1,118,741",1.65,,,
Oklahoma,21/9/1991,"2,103",14/9/1991,"18,950","1,118,741",1.69,,,
Oklahoma,14/9/1991,"2,134",7/9/1991,"18,400","1,118,741",1.64,,,
Oklahoma,7/9/1991,"1,995",31/8/1991,"18,167","1,118,741",1.62,,,
Oklahoma,31/8/1991,"1,994",24/8/1991,"19,407","1,118,741",1.73,,,
Oklahoma,24/8/1991,"2,145",17/8/1991,"20,030","1,118,741",1.79,,,
Oklahoma,17/8/1991,"2,252",10/8/1991,"20,157","1,118,741",1.8,,,
Oklahoma,10/8/1991,"2,863",3/8/1991,"23,308","1,118,741",2.08,,,
Oklahoma,3/8/1991,"2,371",27/7/1991,"23,770","1,118,741",2.12,,,
Oklahoma,27/7/1991,"6,450",20/7/1991,"21,257","1,118,741",1.9,,,
Oklahoma,20/7/1991,"3,826",13/7/1991,"20,118","1,118,741",1.8,,,
Oklahoma,13/7/1991,"3,016",6/7/1991,"19,376","1,118,741",1.73,,,
Oklahoma,6/7/1991,"2,474",29/6/1991,"18,180","1,118,741",1.63,,,
Oklahoma,29/6/1991,"1,998",22/6/1991,"18,921","1,111,150",1.7,,,
Oklahoma,22/6/1991,"2,490",15/6/1991,"20,002","1,111,150",1.8,,,
Oklahoma,15/6/1991,"3,100",8/6/1991,"19,212","1,111,150",1.73,,,
Oklahoma,8/6/1991,"2,403",1/6/1991,"19,276","1,111,150",1.73,,,
Oklahoma,1/6/1991,"1,730",25/5/1991,"19,160","1,111,150",1.72,,,
Oklahoma,25/5/1991,"2,212",18/5/1991,"20,030","1,111,150",1.8,,,
Oklahoma,18/5/1991,"2,177",11/5/1991,"20,379","1,111,150",1.83,,,
Oklahoma,11/5/1991,"2,395",4/5/1991,"21,151","1,111,150",1.9,,,
Oklahoma,4/5/1991,"2,689",27/4/1991,"21,012","1,111,150",1.89,,,
Oklahoma,27/4/1991,"3,118",20/4/1991,"20,007","1,111,150",1.8,,,
Oklahoma,20/4/1991,"2,381",13/4/1991,"20,043","1,111,150",1.8,,,
Oklahoma,13/4/1991,"2,755",6/4/1991,"19,903","1,111,150",1.79,,,
Oklahoma,6/4/1991,"2,265",30/3/1991,"22,452","1,111,150",2.02,,,
Oklahoma,30/3/1991,"2,210",23/3/1991,"23,084","1,102,940",2.09,,,
Oklahoma,23/3/1991,"5,825",16/3/1991,"19,736","1,102,940",1.79,,,
Oklahoma,16/3/1991,"2,294",9/3/1991,"24,892","1,102,940",2.26,,,
Oklahoma,9/3/1991,"2,520",2/3/1991,"25,515","1,102,940",2.31,,,
Oklahoma,2/3/1991,"6,550",23/2/1991,"21,259","1,102,940",1.93,,,
Oklahoma,23/2/1991,"2,288",16/2/1991,"21,162","1,102,940",1.92,,,
Oklahoma,16/2/1991,"2,631",9/2/1991,"22,276","1,102,940",2.02,,,
Oklahoma,9/2/1991,"3,734",2/2/1991,"26,573","1,102,940",2.41,,,
Oklahoma,2/2/1991,"6,743",26/1/1991,"22,313","1,102,940",2.02,,,
Oklahoma,26/1/1991,"2,685",19/1/1991,"22,844","1,102,940",2.07,,,
Oklahoma,19/1/1991,"3,831",12/1/1991,"27,427","1,102,940",2.49,,,
Oklahoma,12/1/1991,"9,778",5/1/1991,"22,929","1,102,940",2.08,,,
Oklahoma,5/1/1991,"3,435",29/12/1990,"20,016","1,102,940",1.81,,,
Oklahoma,29/12/1990,"4,160",22/12/1990,"21,267","1,095,354",1.94,,,
Oklahoma,22/12/1990,"3,097",15/12/1990,"21,782","1,095,354",1.99,,,
Oklahoma,15/12/1990,"7,455",8/12/1990,"16,593","1,095,354",1.51,,,
Oklahoma,8/12/1990,"2,663",1/12/1990,"17,466","1,095,354",1.59,,,
Oklahoma,1/12/1990,"3,646",24/11/1990,"17,101","1,095,354",1.56,,,
Oklahoma,24/11/1990,"2,091",17/11/1990,"17,801","1,095,354",1.63,,,
Oklahoma,17/11/1990,"2,989",10/11/1990,"19,822","1,095,354",1.81,,,
Oklahoma,10/11/1990,"7,606",3/11/1990,"14,265","1,095,354",1.3,,,
Oklahoma,3/11/1990,"2,753",27/10/1990,"15,192","1,095,354",1.39,,,
Oklahoma,27/10/1990,"2,322",20/10/1990,"14,205","1,095,354",1.3,,,
Oklahoma,20/10/1990,"1,901",13/10/1990,"17,514","1,095,354",1.6,,,
Oklahoma,13/10/1990,"6,434",6/10/1990,"14,072","1,095,354",1.28,,,
Oklahoma,6/10/1990,"3,277",29/9/1990,"15,284","1,095,354",1.4,,,
Oklahoma,29/9/1990,"2,774",22/9/1990,"13,592","1,087,675",1.25,,,
Oklahoma,22/9/1990,"1,762",15/9/1990,"13,925","1,087,675",1.28,,,
Oklahoma,15/9/1990,"1,777",8/9/1990,"13,767","1,087,675",1.27,,,
Oklahoma,8/9/1990,"1,766",1/9/1990,"14,773","1,087,675",1.36,,,
Oklahoma,1/9/1990,"3,759",25/8/1990,"18,218","1,087,675",1.67,,,
Oklahoma,25/8/1990,"2,017",18/8/1990,"18,596","1,087,675",1.71,,,
Oklahoma,18/8/1990,"1,638",11/8/1990,"19,139","1,087,675",1.76,,,
Oklahoma,11/8/1990,"1,817",4/8/1990,"19,061","1,087,675",1.75,,,
Oklahoma,4/8/1990,"6,067",28/7/1990,"15,141","1,087,675",1.39,,,
Oklahoma,28/7/1990,"1,837",21/7/1990,"15,295","1,087,675",1.41,,,
Oklahoma,21/7/1990,"2,274",14/7/1990,"17,039","1,087,675",1.57,,,
Oklahoma,14/7/1990,"3,581",7/7/1990,"15,576","1,087,675",1.43,,,
Oklahoma,7/7/1990,"2,949",30/6/1990,"14,527","1,087,675",1.34,,,
Oklahoma,30/6/1990,"2,438",23/6/1990,"14,745","1,080,411",1.36,,,
Oklahoma,23/6/1990,"1,674",16/6/1990,"16,105","1,080,411",1.49,,,
Oklahoma,16/6/1990,"2,892",9/6/1990,"15,381","1,080,411",1.42,,,
Oklahoma,9/6/1990,"2,072",2/6/1990,"15,544","1,080,411",1.44,,,
Oklahoma,2/6/1990,"1,774",26/5/1990,"15,151","1,080,411",1.4,,,
Oklahoma,26/5/1990,"1,769",19/5/1990,"15,920","1,080,411",1.47,,,
Oklahoma,19/5/1990,"1,968",12/5/1990,"17,382","1,080,411",1.61,,,
Oklahoma,12/5/1990,"3,234",5/5/1990,"16,493","1,080,411",1.53,,,
Oklahoma,5/5/1990,"2,386",28/4/1990,"16,665","1,080,411",1.54,,,
Oklahoma,28/4/1990,"2,213",21/4/1990,"16,776","1,080,411",1.55,,,
Oklahoma,21/4/1990,"1,883",14/4/1990,"16,577","1,080,411",1.53,,,
Oklahoma,14/4/1990,"1,942",7/4/1990,"21,148","1,080,411",1.96,,,
Oklahoma,7/4/1990,"7,025",31/3/1990,"17,292","1,073,786",1.61,,,
Oklahoma,31/3/1990,"1,968",24/3/1990,"18,614","1,073,786",1.73,,,
Oklahoma,24/3/1990,"3,107",17/3/1990,"18,320","1,073,786",1.71,,,
Oklahoma,17/3/1990,"2,037",10/3/1990,"18,584","1,073,786",1.73,,,
Oklahoma,10/3/1990,"2,443",3/3/1990,"18,831","1,073,786",1.75,,,
Oklahoma,3/3/1990,"2,447",24/2/1990,"18,333","1,073,786",1.71,,,
Oklahoma,24/2/1990,"2,358",17/2/1990,"17,969","1,073,786",1.67,,,
Oklahoma,17/2/1990,"2,178",10/2/1990,"18,415","1,073,786",1.71,,,
Oklahoma,10/2/1990,"2,452",3/2/1990,"23,111","1,073,786",2.15,,,
Oklahoma,3/2/1990,"7,624",27/1/1990,"18,715","1,073,786",1.74,,,
Oklahoma,27/1/1990,"2,545",20/1/1990,"19,403","1,073,786",1.81,,,
Oklahoma,20/1/1990,"2,582",13/1/1990,"23,307","1,073,786",2.17,,,
Oklahoma,13/1/1990,"8,468",6/1/1990,"19,699","1,073,786",1.83,,,
Oklahoma,6/1/1990,"4,533",30/12/1989,"18,572","1,067,046",1.74,,,
Oklahoma,30/12/1989,"3,174",23/12/1989,"16,593","1,067,046",1.56,,,
Oklahoma,23/12/1989,"3,820",16/12/1989,"16,646","1,067,046",1.56,,,
Oklahoma,16/12/1989,"2,947",9/12/1989,"13,897","1,067,046",1.3,,,
Oklahoma,9/12/1989,"2,941",2/12/1989,"16,574","1,067,046",1.55,,,
Oklahoma,2/12/1989,"2,578",25/11/1989,"15,975","1,067,046",1.5,,,
Oklahoma,25/11/1989,"2,181",18/11/1989,"12,434","1,067,046",1.17,,,
Oklahoma,18/11/1989,"2,223",11/11/1989,"14,596","1,067,046",1.37,,,
Oklahoma,11/11/1989,"1,804",4/11/1989,"13,001","1,067,046",1.22,,,
Oklahoma,4/11/1989,"2,088",28/10/1989,"14,115","1,067,046",1.32,,,
Oklahoma,28/10/1989,184,21/10/1989,"17,719","1,067,046",1.66,,,
Oklahoma,21/10/1989,"6,352",14/10/1989,"13,871","1,067,046",1.3,,,
Oklahoma,14/10/1989,"1,720",7/10/1989,"13,479","1,067,046",1.26,,,
Oklahoma,7/10/1989,"2,205",30/9/1989,"13,361","1,067,046",1.25,,,
Oklahoma,30/9/1989,"1,552",23/9/1989,"14,155","1,061,016",1.33,,,
Oklahoma,23/9/1989,"1,966",16/9/1989,"14,587","1,061,016",1.37,,,
Oklahoma,16/9/1989,"1,798",9/9/1989,"14,185","1,061,016",1.34,,,
Oklahoma,9/9/1989,"1,511",2/9/1989,"14,047","1,061,016",1.32,,,
Oklahoma,2/9/1989,"1,885",26/8/1989,"14,730","1,061,016",1.39,,,
Oklahoma,26/8/1989,"1,620",19/8/1989,"15,534","1,061,016",1.46,,,
Oklahoma,19/8/1989,"1,865",12/8/1989,"15,782","1,061,016",1.49,,,
Oklahoma,12/8/1989,"1,826",5/8/1989,"15,544","1,061,016",1.47,,,
Oklahoma,5/8/1989,"2,757",29/7/1989,"15,973","1,061,016",1.51,,,
Oklahoma,29/7/1989,"1,867",22/7/1989,"15,779","1,061,016",1.49,,,
Oklahoma,22/7/1989,"2,498",15/7/1989,"16,481","1,061,016",1.55,,,
Oklahoma,15/7/1989,"2,395",8/7/1989,"16,043","1,061,016",1.51,,,
Oklahoma,8/7/1989,"2,900",1/7/1989,"14,706","1,061,016",1.39,,,
Oklahoma,1/7/1989,"1,930",24/6/1989,"15,131","1,053,468",1.44,,,
Oklahoma,24/6/1989,"1,998",17/6/1989,"16,167","1,053,468",1.53,,,
Oklahoma,17/6/1989,"1,998",10/6/1989,"15,854","1,053,468",1.5,,,
Oklahoma,10/6/1989,"2,206",3/6/1989,"15,821","1,053,468",1.5,,,
Oklahoma,3/6/1989,"1,844",27/5/1989,"15,043","1,053,468",1.43,,,
Oklahoma,27/5/1989,"2,416",20/5/1989,"16,073","1,053,468",1.53,,,
Oklahoma,20/5/1989,"2,210",13/5/1989,"15,599","1,053,468",1.48,,,
Oklahoma,13/5/1989,"1,735",6/5/1989,"15,542","1,053,468",1.48,,,
Oklahoma,6/5/1989,"1,910",29/4/1989,"15,843","1,053,468",1.5,,,
Oklahoma,29/4/1989,"2,035",22/4/1989,"15,987","1,053,468",1.52,,,
Oklahoma,22/4/1989,"1,703",15/4/1989,"16,398","1,053,468",1.56,,,
Oklahoma,15/4/1989,"1,800",8/4/1989,"17,085","1,053,468",1.62,,,
Oklahoma,8/4/1989,"2,377",1/4/1989,"17,155","1,053,468",1.63,,,
Oklahoma,1/4/1989,"1,664",25/3/1989,"18,091","1,046,983",1.73,,,
Oklahoma,25/3/1989,"1,802",18/3/1989,"18,840","1,046,983",1.8,,,
Oklahoma,18/3/1989,"2,132",11/3/1989,"20,260","1,046,983",1.94,,,
Oklahoma,11/3/1989,"1,817",4/3/1989,"19,908","1,046,983",1.9,,,
Oklahoma,4/3/1989,"2,884",25/2/1989,"21,157","1,046,983",2.02,,,
Oklahoma,25/2/1989,"2,737",18/2/1989,"21,288","1,046,983",2.03,,,
Oklahoma,18/2/1989,"2,936",11/2/1989,"21,003","1,046,983",2.01,,,
Oklahoma,11/2/1989,"2,228",4/2/1989,"20,217","1,046,983",1.93,,,
Oklahoma,4/2/1989,"2,365",28/1/1989,"19,812","1,046,983",1.89,,,
Oklahoma,28/1/1989,"2,780",21/1/1989,"20,113","1,046,983",1.92,,,
Oklahoma,21/1/1989,"2,447",14/1/1989,"19,913","1,046,983",1.9,,,
Oklahoma,14/1/1989,"3,534",7/1/1989,"20,023","1,046,983",1.91,,,
Oklahoma,7/1/1989,"3,735",31/12/1988,"18,325","1,046,983",1.75,,,
Oklahoma,31/12/1988,"2,218",24/12/1988,"16,966","1,039,657",1.63,,,
Oklahoma,24/12/1988,"2,585",17/12/1988,"17,614","1,039,657",1.69,,,
Oklahoma,17/12/1988,"2,300",10/12/1988,"17,257","1,039,657",1.66,,,
Oklahoma,10/12/1988,"2,940",3/12/1988,"17,033","1,039,657",1.64,,,
Oklahoma,3/12/1988,"3,350",26/11/1988,"17,250","1,039,657",1.66,,,
Oklahoma,26/11/1988,"1,769",19/11/1988,"14,378","1,039,657",1.38,,,
Oklahoma,19/11/1988,"2,424",12/11/1988,"16,194","1,039,657",1.56,,,
Oklahoma,12/11/1988,"2,028",5/11/1988,"14,205","1,039,657",1.37,,,
Oklahoma,5/11/1988,"2,063",29/10/1988,"15,334","1,039,657",1.47,,,
Oklahoma,29/10/1988,"1,874",22/10/1988,"15,197","1,039,657",1.46,,,
Oklahoma,22/10/1988,"2,189",15/10/1988,"15,057","1,039,657",1.45,,,
Oklahoma,15/10/1988,"2,174",8/10/1988,"14,608","1,039,657",1.41,,,
Oklahoma,8/10/1988,"2,735",1/10/1988,"14,686","1,039,657",1.41,,,
Oklahoma,1/10/1988,"1,960",24/9/1988,"14,715","1,035,670",1.42,,,
Oklahoma,24/9/1988,"1,912",17/9/1988,"14,826","1,035,670",1.43,,,
Oklahoma,17/9/1988,"1,724",10/9/1988,"14,649","1,035,670",1.41,,,
Oklahoma,10/9/1988,"1,660",3/9/1988,"14,665","1,035,670",1.42,,,
Oklahoma,3/9/1988,"1,922",27/8/1988,"15,212","1,035,670",1.47,,,
Oklahoma,27/8/1988,"1,739",20/8/1988,"15,782","1,035,670",1.52,,,
Oklahoma,20/8/1988,"2,054",13/8/1988,"17,215","1,035,670",1.66,,,
Oklahoma,13/8/1988,"2,100",6/8/1988,"17,388","1,035,670",1.68,,,
Oklahoma,6/8/1988,"1,948",30/7/1988,"17,434","1,035,670",1.68,,,
Oklahoma,30/7/1988,"2,184",23/7/1988,"20,827","1,035,670",2.01,,,
Oklahoma,23/7/1988,"6,533",16/7/1988,"17,291","1,035,670",1.67,,,
Oklahoma,16/7/1988,"2,212",9/7/1988,"16,660","1,035,670",1.61,,,
Oklahoma,9/7/1988,"2,470",2/7/1988,"15,329","1,035,670",1.48,,,
Oklahoma,2/7/1988,"1,825",25/6/1988,"16,531","1,032,871",1.6,,,
Oklahoma,25/6/1988,"1,719",18/6/1988,"16,836","1,032,871",1.63,,,
Oklahoma,18/6/1988,"1,783",11/6/1988,"16,793","1,032,871",1.63,,,
Oklahoma,11/6/1988,"2,198",4/6/1988,"17,137","1,032,871",1.66,,,
Oklahoma,4/6/1988,"1,746",28/5/1988,"17,089","1,032,871",1.65,,,
Oklahoma,28/5/1988,"1,863",21/5/1988,"17,769","1,032,871",1.72,,,
Oklahoma,21/5/1988,"2,109",14/5/1988,"17,910","1,032,871",1.73,,,
Oklahoma,14/5/1988,"1,859",7/5/1988,"17,761","1,032,871",1.72,,,
Oklahoma,7/5/1988,"2,289",30/4/1988,"18,204","1,032,871",1.76,,,
Oklahoma,30/4/1988,"1,759",23/4/1988,"18,704","1,032,871",1.81,,,
Oklahoma,23/4/1988,"1,784",16/4/1988,"19,574","1,032,871",1.9,,,
Oklahoma,16/4/1988,"2,139",9/4/1988,"19,055","1,032,871",1.84,,,
Oklahoma,9/4/1988,"2,539",2/4/1988,"19,710","1,032,871",1.91,,,
Oklahoma,2/4/1988,"1,502",26/3/1988,"20,597","1,033,354",1.99,,,
Oklahoma,26/3/1988,"1,997",19/3/1988,"21,085","1,033,354",2.04,,,
Oklahoma,19/3/1988,"2,470",12/3/1988,"21,357","1,033,354",2.07,,,
Oklahoma,12/3/1988,"2,174",5/3/1988,"27,221","1,033,354",2.63,,,
Oklahoma,5/3/1988,"6,834",27/2/1988,"20,558","1,033,354",1.99,,,
Oklahoma,27/2/1988,"2,145",20/2/1988,"22,514","1,033,354",2.18,,,
Oklahoma,20/2/1988,"2,206",13/2/1988,"23,630","1,033,354",2.29,,,
Oklahoma,13/2/1988,"2,577",6/2/1988,"25,247","1,033,354",2.44,,,
Oklahoma,6/2/1988,"2,272",30/1/1988,"28,964","1,033,354",2.8,,,
Oklahoma,30/1/1988,"3,030",23/1/1988,"29,911","1,033,354",2.89,,,
Oklahoma,23/1/1988,"8,285",16/1/1988,"24,387","1,033,354",2.36,,,
Oklahoma,16/1/1988,"4,479",9/1/1988,"25,367","1,033,354",2.45,,,
Oklahoma,9/1/1988,"3,445",2/1/1988,"23,483","1,033,354",2.27,,,
Oklahoma,2/1/1988,"2,355",26/12/1987,"21,939","1,040,147",2.11,,,
Oklahoma,26/12/1987,"1,854",19/12/1987,"19,288","1,040,147",1.85,,,
Oklahoma,19/12/1987,"7,246",12/12/1987,"18,900","1,040,147",1.82,,,
Oklahoma,12/12/1987,"2,435",5/12/1987,"19,285","1,040,147",1.85,,,
Oklahoma,5/12/1987,"2,599",28/11/1987,"22,194","1,040,147",2.13,,,
Oklahoma,28/11/1987,"1,555",21/11/1987,"15,333","1,040,147",1.47,,,
Oklahoma,21/11/1987,"2,368",14/11/1987,"18,975","1,040,147",1.82,,,
Oklahoma,14/11/1987,"1,861",7/11/1987,"17,362","1,040,147",1.67,,,
Oklahoma,7/11/1987,"2,100",31/10/1987,"18,325","1,040,147",1.76,,,
Oklahoma,31/10/1987,"2,157",24/10/1987,"18,416","1,040,147",1.77,,,
Oklahoma,24/10/1987,"2,140",17/10/1987,"18,967","1,040,147",1.82,,,
Oklahoma,17/10/1987,"2,728",10/10/1987,"18,930","1,040,147",1.82,,,
Oklahoma,10/10/1987,"1,825",3/10/1987,"18,350","1,040,147",1.76,,,
Oklahoma,3/10/1987,"1,750",26/9/1987,"18,200","1,050,930",1.73,,,
Oklahoma,26/9/1987,"1,803",19/9/1987,"18,449","1,050,930",1.76,,,
Oklahoma,19/9/1987,"2,018",12/9/1987,"19,161","1,050,930",1.82,,,
Oklahoma,12/9/1987,"1,750",5/9/1987,"18,367","1,050,930",1.75,,,
Oklahoma,5/9/1987,"2,268",29/8/1987,"19,682","1,050,930",1.87,,,
Oklahoma,29/8/1987,"2,327",22/8/1987,"20,158","1,050,930",1.92,,,
Oklahoma,22/8/1987,"3,038",15/8/1987,"20,447","1,050,930",1.95,,,
Oklahoma,15/8/1987,"2,048",8/8/1987,"20,945","1,050,930",1.99,,,
Oklahoma,8/8/1987,"2,452",1/8/1987,"26,986","1,050,930",2.57,,,
Oklahoma,1/8/1987,"2,094",25/7/1987,"27,622","1,050,930",2.63,,,
Oklahoma,25/7/1987,"7,791",18/7/1987,"23,144","1,050,930",2.2,,,
Oklahoma,18/7/1987,"2,769",11/7/1987,"23,350","1,050,930",2.22,,,
Oklahoma,11/7/1987,"3,343",4/7/1987,"23,621","1,050,930",2.25,,,
Oklahoma,4/7/1987,"2,312",27/6/1987,"26,613","1,063,599",2.5,,,
Oklahoma,27/6/1987,"7,451",20/6/1987,"23,706","1,063,599",2.23,,,
Oklahoma,20/6/1987,"2,883",13/6/1987,"24,211","1,063,599",2.28,,,
Oklahoma,13/6/1987,"2,587",6/6/1987,"24,836","1,063,599",2.34,,,
Oklahoma,6/6/1987,"3,267",30/5/1987,"24,846","1,063,599",2.34,,,
Oklahoma,30/5/1987,"2,179",23/5/1987,"23,461","1,063,599",2.21,,,
Oklahoma,23/5/1987,"3,005",16/5/1987,"25,538","1,063,599",2.4,,,
Oklahoma,16/5/1987,"3,139",9/5/1987,"25,135","1,063,599",2.36,,,
Oklahoma,9/5/1987,"3,026",2/5/1987,"25,504","1,063,599",2.4,,,
Oklahoma,2/5/1987,"2,382",25/4/1987,"26,996","1,063,599",2.54,,,
Oklahoma,25/4/1987,"2,642",18/4/1987,"26,939","1,063,599",2.53,,,
Oklahoma,18/4/1987,"2,731",11/4/1987,"26,709","1,063,599",2.51,,,
Oklahoma,11/4/1987,"2,986",4/4/1987,"28,654","1,063,599",2.69,,,
Oklahoma,4/4/1987,"2,569",28/3/1987,"29,811","1,077,254",2.77,,,
Oklahoma,28/3/1987,"2,877",21/3/1987,"29,522","1,077,254",2.74,,,
Oklahoma,21/3/1987,"3,539",14/3/1987,"30,820","1,077,254",2.86,,,
Oklahoma,14/3/1987,"2,984",7/3/1987,"32,119","1,077,254",2.98,,,
Oklahoma,7/3/1987,"3,714",28/2/1987,"32,937","1,077,254",3.06,,,
Oklahoma,28/2/1987,"3,770",21/2/1987,"33,226","1,077,254",3.08,,,
Oklahoma,21/2/1987,"2,756",14/2/1987,"31,496","1,077,254",2.92,,,
Oklahoma,14/2/1987,"3,420",7/2/1987,"32,867","1,077,254",3.05,,,
Oklahoma,7/2/1987,"4,424",31/1/1987,"33,549","1,077,254",3.11,,,
Oklahoma,31/1/1987,"4,914",24/1/1987,"33,877","1,077,254",3.14,,,
Oklahoma,24/1/1987,"3,804",17/1/1987,"30,176","1,077,254",2.8,,,
Oklahoma,17/1/1987,"4,174",10/1/1987,"31,693","1,077,254",2.94,,,
