weekEnding,county,claims
03/25/2017,Scott,26
03/25/2017,Shannon,6
03/25/2017,Shelby,1
03/25/2017,St. Charles,249
03/25/2017,St. Clair,3
03/25/2017,St. Francois,34
03/25/2017,St. Louis,636
03/25/2017,St. Louis City,307
03/25/2017,Ste. Genevieve,5
03/25/2017,Stoddard,9
03/25/2017,Stone,11
03/25/2017,Sullivan,8
03/25/2017,Taney,20
03/25/2017,Texas,14
03/25/2017,Vernon,10
03/25/2017,Warren,36
03/25/2017,Washington,13
03/25/2017,Wayne,3
03/25/2017,Webster,16
03/25/2017,Worth,1
03/25/2017,Wright,6
03/26/2011,ADAIR,22
03/26/2011,ANDREW,14
03/26/2011,ATCHISON,5
03/26/2011,AUDRAIN,44
03/26/2011,BARRY,27
03/26/2011,BARTON,16
03/26/2011,BATES,23
03/26/2011,BENTON,12
03/26/2011,BOLLINGER,10
03/26/2011,BOONE,129
03/26/2011,BUCHANAN,77
03/26/2011,BUTLER,33
03/26/2011,CALDWELL,1
03/26/2011,CALLAWAY,64
03/26/2011,CAMDEN,53
03/26/2011,CAPE GIRARDEAU,59
03/26/2011,CARROLL,10
03/26/2011,CARTER,10
03/26/2011,CASS,102
03/26/2011,CEDAR,17
03/26/2011,CHARITON,4
03/26/2011,CHRISTIAN,96
03/26/2011,CLARK,3
03/26/2011,CLAY,227
03/26/2011,CLINTON,21
03/26/2011,COLE,59
03/26/2011,COOPER,32
03/26/2011,CRAWFORD,39
03/26/2011,DADE,4
03/26/2011,DALLAS,22
03/26/2011,DAVIESS,5
03/26/2011,DEKALB,8
03/26/2011,DENT,12
03/26/2011,DOUGLAS,10
03/26/2011,DUNKLIN,30
03/26/2011,FRANKLIN,181
03/26/2011,GASCONADE,28
03/26/2011,GENTRY,4
03/26/2011,GREENE,276
03/26/2011,GRUNDY,4
03/26/2011,HARRISON,7
03/26/2011,HENRY,25
03/26/2011,HICKORY,8
03/26/2011,HOLT,5
03/26/2011,HOWARD,16
03/26/2011,HOWELL,119
03/26/2011,IRON,16
03/26/2011,JACKSON,977
03/26/2011,JASPER,104
03/26/2011,JEFFERSON,383
03/26/2011,JOHNSON,59
03/26/2011,KNOX,13
03/26/2011,LACLEDE,87
03/26/2011,LAFAYETTE,37
03/26/2011,LAWRENCE,36
03/26/2011,LEWIS,9
03/26/2011,LINCOLN,145
03/26/2011,LINN,11
03/26/2011,LIVINGSTON,15
03/26/2011,MACON,12
03/26/2011,MADISON,11
03/26/2011,MARIES,10
03/26/2011,MARION,27
03/26/2011,MCDONALD,52
03/26/2011,MERCER,1
03/26/2011,MILLER,54
03/26/2011,MISSISSIPPI,33
03/26/2011,MONITEAU,23
03/26/2011,MONROE,7
03/26/2011,MONTGOMERY,28
03/26/2011,MORGAN,19
03/26/2011,NEW MADRID,32
03/26/2011,NEWTON,54
03/26/2011,NODAWAY,47
03/26/2011,OREGON,12
03/26/2011,OSAGE,25
03/26/2011,OZARK,4
03/26/2011,PEMISCOT,18
03/26/2011,PERRY,17
03/26/2011,PETTIS,35
03/26/2011,PHELPS,46
03/26/2011,PIKE,101
03/26/2011,PLATTE,68
03/26/2011,POLK,55
03/26/2011,PULASKI,34
03/26/2011,PUTNAM,1
03/26/2011,RALLS,9
03/26/2011,RANDOLPH,25
03/26/2011,RAY,36
03/26/2011,REYNOLDS,3
03/26/2011,RIPLEY,16
03/26/2011,SALINE,24
03/26/2011,SCHUYLER,2
03/26/2011,SCOTLAND,1
03/26/2011,SCOTT,56
03/26/2011,SHANNON,5
03/26/2011,SHELBY,5
03/26/2011,ST. CHARLES,524
03/26/2011,ST. CLAIR,6
03/26/2011,ST. FRANCOIS,102
03/26/2011,ST. LOUIS,1605
03/26/2011,ST. LOUIS CITY,670
03/26/2011,STE. GENEVIEVE,28
03/26/2011,STODDARD,27
03/26/2011,STONE,74
03/26/2011,SULLIVAN,5
03/26/2011,TANEY,70
03/26/2011,TEXAS,19
03/26/2011,VERNON,16
03/26/2011,WARREN,61
03/26/2011,WASHINGTON,43
03/26/2011,WAYNE,18
03/26/2011,WEBSTER,47
03/26/2011,WORTH,2
03/26/2011,WRIGHT,13
03/26/2016,ADAIR,9
03/26/2016,ANDREW,15
03/26/2016,ATCHISON,2
03/26/2016,AUDRAIN,19
03/26/2016,BARRY,11
03/26/2016,BARTON,5
03/26/2016,BATES,9
03/26/2016,BENTON,6
03/26/2016,BOLLINGER,4
03/26/2016,BOONE,75
03/26/2016,BUCHANAN,47
03/26/2016,BUTLER,59
03/26/2016,CALDWELL,5
03/26/2016,CALLAWAY,34
03/26/2016,CAMDEN,16
03/26/2016,CAPE GIRARDEAU,47
03/26/2016,CARROLL,4
03/26/2016,CARTER,9
03/26/2016,CASS,69
03/26/2016,CEDAR,2
03/26/2016,CHARITON,0
03/26/2016,CHRISTIAN,37
03/26/2016,CLARK,1
03/26/2016,CLAY,151
03/26/2016,CLINTON,20
03/26/2016,COLE,37
03/26/2016,COOPER,13
03/26/2016,CRAWFORD,20
03/26/2016,DADE,4
03/26/2016,DALLAS,6
03/26/2016,DAVIESS,1
03/26/2016,DEKALB,2
03/26/2016,DENT,5
03/26/2016,DOUGLAS,9
03/26/2016,DUNKLIN,22
03/26/2016,FRANKLIN,60
03/26/2016,GASCONADE,7
03/26/2016,GENTRY,1
03/26/2016,GREENE,109
03/26/2016,GRUNDY,5
03/26/2016,HARRISON,2
03/26/2016,HENRY,24
03/26/2016,HICKORY,4
03/26/2016,HOLT,1
03/26/2016,HOWARD,11
03/26/2016,HOWELL,22
03/26/2016,IRON,4
03/26/2016,JACKSON,465
03/26/2016,JASPER,73
03/26/2016,JEFFERSON,162
03/26/2016,JOHNSON,53
03/26/2016,KNOX,2
03/26/2016,LACLEDE,27
03/26/2016,LAFAYETTE,14
03/26/2016,LAWRENCE,17
03/26/2016,LEWIS,1
03/26/2016,LINCOLN,58
03/26/2016,LINN,5
03/26/2016,LIVINGSTON,8
03/26/2016,MACON,7
03/26/2016,MADISON,7
03/26/2016,MARIES,2
03/26/2016,MARION,6
03/26/2016,MCDONALD,12
03/26/2016,MERCER,1
03/26/2016,MILLER,11
03/26/2016,MISSISSIPPI,8
03/26/2016,MONITEAU,7
03/26/2016,MONROE,1
03/26/2016,MONTGOMERY,5
03/26/2016,MORGAN,6
03/26/2016,NEW MADRID,28
03/26/2016,NEWTON,36
03/26/2016,NODAWAY,26
03/26/2016,OREGON,10
03/26/2016,OSAGE,6
03/26/2016,OZARK,6
03/26/2016,PEMISCOT,10
03/26/2016,PERRY,8
03/26/2016,PETTIS,22
03/26/2016,PHELPS,18
03/26/2016,PIKE,21
03/26/2016,PLATTE,67
03/26/2016,POLK,13
03/26/2016,PULASKI,12
03/26/2016,PUTNAM,0
03/26/2016,RALLS,4
03/26/2016,RANDOLPH,15
03/26/2016,RAY,10
03/26/2016,REYNOLDS,6
03/26/2016,RIPLEY,13
03/26/2016,SALINE,9
03/26/2016,SCHUYLER,3
03/26/2016,SCOTLAND,1
03/26/2016,SCOTT,32
03/26/2016,SHANNON,5
03/26/2016,SHELBY,5
03/26/2016,ST. CHARLES,312
03/26/2016,ST. CLAIR,3
03/26/2016,ST. FRANCOIS,46
03/26/2016,ST. LOUIS,938
03/26/2016,ST. LOUIS CITY,478
03/26/2016,STE. GENEVIEVE,11
03/26/2016,STODDARD,19
03/26/2016,STONE,16
03/26/2016,SULLIVAN,1
03/26/2016,TANEY,41
03/26/2016,TEXAS,8
03/26/2016,VERNON,8
03/26/2016,WARREN,24
03/26/2016,WASHINGTON,11
03/26/2016,WAYNE,13
03/26/2016,WEBSTER,18
03/26/2016,WORTH,2
03/26/2016,WRIGHT,8
03/28/2015,ADAIR,7
03/28/2015,ANDREW,14
03/28/2015,ATCHISON,1
03/28/2015,AUDRAIN,27
03/28/2015,BARRY,12
03/28/2015,BARTON,2
03/28/2015,BATES,7
03/28/2015,BENTON,8
03/28/2015,BOLLINGER,12
03/28/2015,BOONE,166
03/28/2015,BUCHANAN,53
03/28/2015,BUTLER,20
03/28/2015,CALDWELL,5
03/28/2015,CALLAWAY,39
03/28/2015,CAMDEN,25
03/28/2015,CAPE GIRARDEAU,60
03/28/2015,CARROLL,10
03/28/2015,CARTER,3
03/28/2015,CASS,54
03/28/2015,CEDAR,3
03/28/2015,CHARITON,2
03/28/2015,CHRISTIAN,33
03/28/2015,CLARK,0
03/28/2015,CLAY,113
03/28/2015,CLINTON,7
03/28/2015,COLE,52
03/28/2015,COOPER,16
03/28/2015,CRAWFORD,17
03/28/2015,DADE,6
03/28/2015,DALLAS,9
03/28/2015,DAVIESS,7
03/28/2015,DEKALB,3
03/28/2015,DENT,4
03/28/2015,DOUGLAS,7
03/28/2015,DUNKLIN,14
03/28/2015,FRANKLIN,74
03/28/2015,GASCONADE,8
03/28/2015,GENTRY,3
03/28/2015,GREENE,142
03/28/2015,GRUNDY,2
03/28/2015,HARRISON,1
03/28/2015,HENRY,12
03/28/2015,HICKORY,5
03/28/2015,HOLT,2
03/28/2015,HOWARD,9
03/28/2015,HOWELL,19
03/28/2015,IRON,6
03/28/2015,JACKSON,450
03/28/2015,JASPER,75
03/28/2015,JEFFERSON,166
03/28/2015,JOHNSON,32
03/28/2015,KNOX,1
03/28/2015,LACLEDE,16
03/28/2015,LAFAYETTE,17
03/28/2015,LAWRENCE,17
03/28/2015,LEWIS,3
03/28/2015,LINCOLN,46
03/28/2015,LINN,6
03/28/2015,LIVINGSTON,9
03/28/2015,MACON,8
03/28/2015,MADISON,18
03/28/2015,MARIES,5
03/28/2015,MARION,16
03/28/2015,MCDONALD,15
03/28/2015,MERCER,0
03/28/2015,MILLER,14
03/28/2015,MISSISSIPPI,5
03/28/2015,MONITEAU,4
03/28/2015,MONROE,4
03/28/2015,MONTGOMERY,9
03/28/2015,MORGAN,14
03/28/2015,NEW MADRID,10
03/28/2015,NEWTON,37
03/28/2015,NODAWAY,31
03/28/2015,OREGON,7
03/28/2015,OSAGE,9
03/28/2015,OZARK,8
03/28/2015,PEMISCOT,12
03/28/2015,PERRY,7
03/28/2015,PETTIS,28
03/28/2015,PHELPS,35
03/28/2015,PIKE,10
03/28/2015,PLATTE,44
03/28/2015,POLK,23
03/28/2015,PULASKI,11
03/28/2015,PUTNAM,3
03/28/2015,RALLS,8
03/28/2015,RANDOLPH,16
03/28/2015,RAY,6
03/28/2015,REYNOLDS,4
03/28/2015,RIPLEY,9
03/28/2015,SALINE,13
03/28/2015,SCHUYLER,4
03/28/2015,SCOTLAND,0
03/28/2015,SCOTT,24
03/28/2015,SHANNON,2
03/28/2015,SHELBY,1
03/28/2015,ST. CHARLES,207
03/28/2015,ST. CLAIR,6
03/28/2015,ST. FRANCOIS,47
03/28/2015,ST. LOUIS,856
03/28/2015,ST. LOUIS CITY,330
03/28/2015,STE. GENEVIEVE,13
03/28/2015,STODDARD,17
03/28/2015,STONE,18
03/28/2015,SULLIVAN,1
03/28/2015,TANEY,38
03/28/2015,TEXAS,12
03/28/2015,VERNON,9
03/28/2015,WARREN,25
03/28/2015,WASHINGTON,24
03/28/2015,WAYNE,7
03/28/2015,WEBSTER,18
03/28/2015,WORTH,1
03/28/2015,WRIGHT,10
03/28/2020,Adair,204
03/28/2020,Andrew,160
03/28/2020,Atchison,19
03/28/2020,Audrain,469
03/28/2020,Barry,274
03/28/2020,Barton,102
03/28/2020,Bates,124
03/28/2020,Benton,140
03/28/2020,Bollinger,117
03/28/2020,Boone,2352
03/28/2020,Buchanan,921
03/28/2020,Butler,716
03/28/2020,Caldwell,82
03/28/2020,Callaway,460
03/28/2020,Camden,691
03/28/2020,Cape Girardeau,1055
03/28/2020,Carroll,50
03/28/2020,Carter,81
03/28/2020,Cass,1691
03/28/2020,Cedar,73
03/28/2020,Certified Mail,0
03/28/2020,Chariton,41
03/28/2020,Christian,1489
03/28/2020,Clark,20
03/28/2020,Clay,9669
03/28/2020,Clinton,270
03/28/2020,Cole,712
03/28/2020,Cooper,168
03/28/2020,Crawford,243
03/28/2020,Dade,55
03/28/2020,Dallas,156
03/28/2020,Daviess,56
03/28/2020,DeKalb,65
03/28/2020,Dent,122
03/28/2020,Douglas,91
03/28/2020,Dunklin,188
03/28/2020,Franklin,1910
03/28/2020,Gasconade,274
03/28/2020,Gentry,25
03/28/2020,Greene,5589
03/28/2020,Grundy,48
03/28/2020,Harrison,51
03/28/2020,Henry,200
03/28/2020,Hickory,68
03/28/2020,Holt,28
03/28/2020,Howard,84
03/28/2020,Howell,417
03/28/2020,Iron,65
03/28/2020,Jackson,10139
03/28/2020,Jasper,1400
03/28/2020,Jefferson,3987
03/28/2020,Johnson,611
03/28/2020,Knox,11
03/28/2020,Laclede,500
03/28/2020,Lafayette,379
03/28/2020,Lawrence,371
03/28/2020,Lewis,40
03/28/2020,Lincoln,1063
03/28/2020,Linn,62
03/28/2020,Livingston,88
03/28/2020,Macon,97
03/28/2020,Madison,160
03/28/2020,Maries,62
03/28/2020,Marion,249
03/28/2020,McDonald,74
03/28/2020,Mercer,10
03/28/2020,Miller,478
03/28/2020,Mississippi,59
03/28/2020,Moniteau,113
03/28/2020,Monroe,117
03/28/2020,Montgomery,162
03/28/2020,Morgan,240
03/28/2020,New Madrid,149
03/28/2020,Newton,523
03/28/2020,Nodaway,93
03/28/2020,Oregon,53
03/28/2020,Osage,86
03/28/2020,Ozark,56
03/28/2020,Pemiscot,93
03/28/2020,Perry,1323
03/28/2020,Pettis,429
03/28/2020,Phelps,367
03/28/2020,Pike,197
03/28/2020,Platte,1442
03/28/2020,Polk,234
03/28/2020,Pulaski,336
03/28/2020,Putnam,6
03/28/2020,Ralls,111
03/28/2020,Randolph,333
03/28/2020,Ray,360
03/28/2020,Reynolds,35
03/28/2020,Ripley,132
03/28/2020,Saline,106
03/28/2020,Schuyler,22
03/28/2020,Scotland,13
03/28/2020,Scott,374
03/28/2020,Shannon,103
03/28/2020,Shelby,28
03/28/2020,St. Charles,6702
03/28/2020,St. Clair,105
03/28/2020,St. Francois,712
03/28/2020,St. Louis,17645
03/28/2020,St. Louis City,5251
03/28/2020,Ste. Genevieve,264
03/28/2020,Stoddard,397
03/28/2020,Stone,644
03/28/2020,Sullivan,14
03/28/2020,Taney,2754
03/28/2020,Texas,159
03/28/2020,Vernon,86
03/28/2020,Warren,590
03/28/2020,Washington,221
03/28/2020,Wayne,155
03/28/2020,Webster,452
03/28/2020,Worth,10
03/28/2020,Wright,119
03/29/2014,ADAIR,8
03/29/2014,ANDREW,4
03/29/2014,ATCHISON,1
03/29/2014,AUDRAIN,20
03/29/2014,BARRY,16
03/29/2014,BARTON,6
03/29/2014,BATES,11
03/29/2014,BENTON,8
03/29/2014,BOLLINGER,11
03/29/2014,BOONE,168
03/29/2014,BUCHANAN,71
03/29/2014,BUTLER,32
03/29/2014,CALDWELL,6
03/29/2014,CALLAWAY,53
03/29/2014,CAMDEN,30
03/29/2014,CAPE GIRARDEAU,65
03/29/2014,CARROLL,5
03/29/2014,CARTER,4
03/29/2014,CASS,64
03/29/2014,CEDAR,5
03/29/2014,CHARITON,0
03/29/2014,CHRISTIAN,48
03/29/2014,CLARK,2
03/29/2014,CLAY,123
03/29/2014,CLINTON,15
03/29/2014,COLE,49
03/29/2014,COOPER,15
03/29/2014,CRAWFORD,30
03/29/2014,DADE,2
03/29/2014,DALLAS,11
03/29/2014,DAVIESS,6
03/29/2014,DEKALB,3
03/29/2014,DENT,7
03/29/2014,DOUGLAS,5
03/29/2014,DUNKLIN,22
03/29/2014,FRANKLIN,100
03/29/2014,GASCONADE,11
03/29/2014,GENTRY,5
03/29/2014,GREENE,185
03/29/2014,GRUNDY,5
03/29/2014,HARRISON,2
03/29/2014,HENRY,21
03/29/2014,HICKORY,5
03/29/2014,HOLT,3
03/29/2014,HOWARD,13
03/29/2014,HOWELL,42
03/29/2014,IRON,17
03/29/2014,JACKSON,542
03/29/2014,JASPER,81
03/29/2014,JEFFERSON,197
03/29/2014,JOHNSON,27
03/29/2014,KNOX,0
03/29/2014,LACLEDE,26
03/29/2014,LAFAYETTE,13
03/29/2014,LAWRENCE,20
03/29/2014,LEWIS,1
03/29/2014,LINCOLN,45
03/29/2014,LINN,10
03/29/2014,LIVINGSTON,10
03/29/2014,MACON,13
03/29/2014,MADISON,7
03/29/2014,MARIES,3
03/29/2014,MARION,15
03/29/2014,MCDONALD,11
03/29/2014,MERCER,2
03/29/2014,MILLER,14
03/29/2014,MISSISSIPPI,13
03/29/2014,MONITEAU,9
03/29/2014,MONROE,4
03/29/2014,MONTGOMERY,6
03/29/2014,MORGAN,14
03/29/2014,NEW MADRID,12
03/29/2014,NEWTON,35
03/29/2014,NODAWAY,39
03/29/2014,OREGON,8
03/29/2014,OSAGE,3
03/29/2014,OZARK,4
03/29/2014,PEMISCOT,16
03/29/2014,PERRY,5
03/29/2014,PETTIS,26
03/29/2014,PHELPS,37
03/29/2014,PIKE,8
03/29/2014,PLATTE,52
03/29/2014,POLK,20
03/29/2014,PULASKI,11
03/29/2014,PUTNAM,1
03/29/2014,RALLS,8
03/29/2014,RANDOLPH,25
03/29/2014,RAY,18
03/29/2014,REYNOLDS,4
03/29/2014,RIPLEY,8
03/29/2014,SALINE,9
03/29/2014,SCHUYLER,1
03/29/2014,SCOTLAND,0
03/29/2014,SCOTT,24
03/29/2014,SHANNON,5
03/29/2014,SHELBY,2
03/29/2014,ST. CHARLES,309
03/29/2014,ST. CLAIR,4
03/29/2014,ST. FRANCOIS,45
03/29/2014,ST. LOUIS,964
03/29/2014,ST. LOUIS CITY,348
03/29/2014,STE. GENEVIEVE,11
03/29/2014,STODDARD,19
03/29/2014,STONE,21
03/29/2014,SULLIVAN,3
03/29/2014,TANEY,51
03/29/2014,TEXAS,17
03/29/2014,VERNON,10
03/29/2014,WARREN,30
03/29/2014,WASHINGTON,33
03/29/2014,WAYNE,1
03/29/2014,WEBSTER,23
03/29/2014,WORTH,1
03/29/2014,WRIGHT,9
03/30/2013,ADAIR,5
03/30/2013,ANDREW,19
03/30/2013,ATCHISON,2
03/30/2013,AUDRAIN,14
03/30/2013,BARRY,38
03/30/2013,BARTON,17
03/30/2013,BATES,10
03/30/2013,BENTON,7
03/30/2013,BOLLINGER,10
03/30/2013,BOONE,181
03/30/2013,BUCHANAN,80
03/30/2013,BUTLER,53
03/30/2013,CALDWELL,6
03/30/2013,CALLAWAY,49
03/30/2013,CAMDEN,43
03/30/2013,CAPE GIRARDEAU,69
03/30/2013,CARROLL,6
03/30/2013,CARTER,4
03/30/2013,CASS,133
03/30/2013,CEDAR,7
03/30/2013,CHARITON,4
03/30/2013,CHRISTIAN,58
03/30/2013,CLARK,0
03/30/2013,CLAY,234
03/30/2013,CLINTON,10
03/30/2013,COLE,68
03/30/2013,COOPER,24
03/30/2013,CRAWFORD,35
03/30/2013,DADE,7
03/30/2013,DALLAS,16
03/30/2013,DAVIESS,3
03/30/2013,DEKALB,7
03/30/2013,DENT,13
03/30/2013,DOUGLAS,10
03/30/2013,DUNKLIN,31
03/30/2013,FRANKLIN,171
03/30/2013,GASCONADE,14
03/30/2013,GENTRY,4
03/30/2013,GREENE,218
03/30/2013,GRUNDY,7
03/30/2013,HARRISON,6
03/30/2013,HENRY,31
03/30/2013,HICKORY,7
03/30/2013,HOLT,5
03/30/2013,HOWARD,11
03/30/2013,HOWELL,21
03/30/2013,IRON,7
03/30/2013,JACKSON,871
03/30/2013,JASPER,98
03/30/2013,JEFFERSON,289
03/30/2013,JOHNSON,44
03/30/2013,KNOX,1
03/30/2013,LACLEDE,28
03/30/2013,LAFAYETTE,33
03/30/2013,LAWRENCE,33
03/30/2013,LEWIS,4
03/30/2013,LINCOLN,70
03/30/2013,LINN,6
03/30/2013,LIVINGSTON,8
03/30/2013,MACON,20
03/30/2013,MADISON,8
03/30/2013,MARIES,14
03/30/2013,MARION,18
03/30/2013,MCDONALD,21
03/30/2013,MERCER,0
03/30/2013,MILLER,34
03/30/2013,MISSISSIPPI,15
03/30/2013,MONITEAU,10
03/30/2013,MONROE,0
03/30/2013,MONTGOMERY,10
03/30/2013,MORGAN,12
03/30/2013,NEW MADRID,27
03/30/2013,NEWTON,53
03/30/2013,NODAWAY,37
03/30/2013,OREGON,10
03/30/2013,OSAGE,11
03/30/2013,OZARK,6
03/30/2013,PEMISCOT,33
03/30/2013,PERRY,14
03/30/2013,PETTIS,31
03/30/2013,PHELPS,49
03/30/2013,PIKE,19
03/30/2013,PLATTE,73
03/30/2013,POLK,23
03/30/2013,PULASKI,23
03/30/2013,PUTNAM,3
03/30/2013,RALLS,11
03/30/2013,RANDOLPH,29
03/30/2013,RAY,27
03/30/2013,REYNOLDS,3
03/30/2013,RIPLEY,9
03/30/2013,SALINE,6
03/30/2013,SCHUYLER,1
03/30/2013,SCOTLAND,0
03/30/2013,SCOTT,39
03/30/2013,SHANNON,7
03/30/2013,SHELBY,1
03/30/2013,ST. CHARLES,363
03/30/2013,ST. CLAIR,11
03/30/2013,ST. FRANCOIS,70
03/30/2013,ST. LOUIS,1033
03/30/2013,ST. LOUIS CITY,423
03/30/2013,STE. GENEVIEVE,39
03/30/2013,STODDARD,27
03/30/2013,STONE,25
03/30/2013,SULLIVAN,4
03/30/2013,TANEY,51
03/30/2013,TEXAS,22
03/30/2013,VERNON,12
03/30/2013,WARREN,68
03/30/2013,WASHINGTON,33
03/30/2013,WAYNE,22
03/30/2013,WEBSTER,25
03/30/2013,WORTH,2
03/30/2013,WRIGHT,19
03/31/2012,ADAIR,14
03/31/2012,ANDREW,21
03/31/2012,ATCHISON,1
03/31/2012,AUDRAIN,15
03/31/2012,BARRY,23
03/31/2012,BARTON,11
03/31/2012,BATES,21
03/31/2012,BENTON,12
03/31/2012,BOLLINGER,8
03/31/2012,BOONE,193
03/31/2012,BUCHANAN,92
03/31/2012,BUTLER,39
03/31/2012,CALDWELL,6
03/31/2012,CALLAWAY,62
03/31/2012,CAMDEN,40
03/31/2012,CAPE GIRARDEAU,62
03/31/2012,CARROLL,12
03/31/2012,CARTER,5
03/31/2012,CASS,85
03/31/2012,CEDAR,4
03/31/2012,CHARITON,2
03/31/2012,CHRISTIAN,74
03/31/2012,CLARK,2
03/31/2012,CLAY,178
03/31/2012,CLINTON,15
03/31/2012,COLE,66
03/31/2012,COOPER,21
03/31/2012,CRAWFORD,35
03/31/2012,DADE,4
03/31/2012,DALLAS,19
03/31/2012,DAVIESS,6
03/31/2012,DEKALB,2
03/31/2012,DENT,10
03/31/2012,DOUGLAS,15
03/31/2012,DUNKLIN,34
03/31/2012,FRANKLIN,145
03/31/2012,GASCONADE,21
03/31/2012,GENTRY,3
03/31/2012,GREENE,203
03/31/2012,GRUNDY,12
03/31/2012,HARRISON,4
03/31/2012,HENRY,36
03/31/2012,HICKORY,11
03/31/2012,HOLT,7
03/31/2012,HOWARD,12
03/31/2012,HOWELL,33
03/31/2012,IRON,18
03/31/2012,JACKSON,762
03/31/2012,JASPER,107
03/31/2012,JEFFERSON,271
03/31/2012,JOHNSON,67
03/31/2012,KNOX,6
03/31/2012,LACLEDE,46
03/31/2012,LAFAYETTE,23
03/31/2012,LAWRENCE,41
03/31/2012,LEWIS,0
03/31/2012,LINCOLN,92
03/31/2012,LINN,11
03/31/2012,LIVINGSTON,19
03/31/2012,MACON,11
03/31/2012,MADISON,12
03/31/2012,MARIES,13
03/31/2012,MARION,16
03/31/2012,MCDONALD,19
03/31/2012,MERCER,3
03/31/2012,MILLER,39
03/31/2012,MISSISSIPPI,11
03/31/2012,MONITEAU,26
03/31/2012,MONROE,7
03/31/2012,MONTGOMERY,18
03/31/2012,MORGAN,16
03/31/2012,NEW MADRID,34
03/31/2012,NEWTON,56
03/31/2012,NODAWAY,23
03/31/2012,OREGON,9
03/31/2012,OSAGE,10
03/31/2012,OZARK,5
03/31/2012,PEMISCOT,18
03/31/2012,PERRY,16
03/31/2012,PETTIS,53
03/31/2012,PHELPS,80
03/31/2012,PIKE,17
03/31/2012,PLATTE,57
03/31/2012,POLK,32
03/31/2012,PULASKI,31
03/31/2012,PUTNAM,4
03/31/2012,RALLS,4
03/31/2012,RANDOLPH,21
03/31/2012,RAY,34
03/31/2012,REYNOLDS,3
03/31/2012,RIPLEY,6
03/31/2012,SALINE,10
03/31/2012,SCHUYLER,1
03/31/2012,SCOTLAND,3
03/31/2012,SCOTT,45
03/31/2012,SHANNON,15
03/31/2012,SHELBY,1
03/31/2012,ST. CHARLES,351
03/31/2012,ST. CLAIR,8
03/31/2012,ST. FRANCOIS,69
03/31/2012,ST. LOUIS,1071
03/31/2012,ST. LOUIS CITY,410
03/31/2012,STE. GENEVIEVE,26
03/31/2012,STODDARD,17
03/31/2012,STONE,35
03/31/2012,SULLIVAN,5
03/31/2012,TANEY,79
03/31/2012,TEXAS,19
03/31/2012,VERNON,14
03/31/2012,WARREN,61
03/31/2012,WASHINGTON,41
03/31/2012,WAYNE,16
03/31/2012,WEBSTER,44
03/31/2012,WORTH,0
03/31/2012,WRIGHT,23
03/31/2018,Adair,4
03/31/2018,Andrew,11
03/31/2018,Atchison,2
03/31/2018,Audrain,11
03/31/2018,Barry,3
03/31/2018,Barton,2
03/31/2018,Bates,11
03/31/2018,Benton,7
03/31/2018,Bollinger,7
03/31/2018,Boone,138
03/31/2018,Buchanan,35
03/31/2018,Butler,50
03/31/2018,Caldwell,5
03/31/2018,Callaway,24
03/31/2018,Camden,15
03/31/2018,Cape Girardeau,27
03/31/2018,Carroll,2
03/31/2018,Carter,4
03/31/2018,Cass,60
03/31/2018,Cedar,2
03/31/2018,Chariton,0
03/31/2018,Christian,33
03/31/2018,Clark,1
03/31/2018,Clay,88
03/31/2018,Clinton,10
03/31/2018,Cole,26
03/31/2018,Cooper,9
03/31/2018,Crawford,28
03/31/2018,Dade,1
03/31/2018,Dallas,3
03/31/2018,Daviess,5
03/31/2018,DeKalb,1
03/31/2018,Dent,8
03/31/2018,Douglas,5
03/31/2018,Dunklin,10
03/31/2018,Franklin,69
03/31/2018,Gasconade,9
03/31/2018,Gentry,1
03/31/2018,Greene,99
03/31/2018,Grundy,20
03/31/2018,Harrison,1
03/31/2018,Henry,15
03/31/2018,Hickory,2
03/31/2018,Holt,3
03/31/2018,Howard,7
03/31/2018,Howell,23
03/31/2018,Iron,6
03/31/2018,Jackson,414
03/31/2018,Jasper,46
03/31/2018,Jefferson,146
03/31/2018,Johnson,23
03/31/2018,Knox,1
03/31/2018,Laclede,12
03/31/2018,Lafayette,12
03/31/2018,Lawrence,20
03/31/2018,Lewis,2
03/31/2018,Lincoln,63
03/31/2018,Linn,3
03/31/2018,Livingston,4
03/31/2018,Macon,4
03/31/2018,Madison,6
03/31/2018,Maries,6
03/31/2018,Marion,15
03/31/2018,McDonald,2
03/31/2018,Mercer,4
03/31/2018,Miller,14
03/31/2018,Mississippi,9
03/31/2018,Moniteau,9
03/31/2018,Monroe,4
03/31/2018,Montgomery,4
03/31/2018,Morgan,9
03/31/2018,New Madrid,23
03/31/2018,Newton,21
03/31/2018,Nodaway,7
03/31/2018,Oregon,6
03/31/2018,Osage,10
03/31/2018,Ozark,3
03/31/2018,Pemiscot,15
03/31/2018,Perry,5
03/31/2018,Pettis,25
03/31/2018,Phelps,30
03/31/2018,Pike,21
03/31/2018,Platte,28
03/31/2018,Polk,11
03/31/2018,Pulaski,12
03/31/2018,Putnam,0
03/31/2018,Ralls,9
03/31/2018,Randolph,25
03/31/2018,Ray,16
03/31/2018,Reynolds,3
03/31/2018,Ripley,11
03/31/2018,Saline,14
03/31/2018,Schuyler,1
03/31/2018,Scotland,0
03/31/2018,Scott,25
03/31/2018,Shannon,8
03/31/2018,Shelby,1
03/31/2018,St. Charles,288
03/31/2018,St. Clair,9
03/31/2018,St. Francois,31
03/31/2018,St. Louis,544
